remittance_id,loan_id,remittance_date,remittance_amount,servicer_name,wire_reference,trust_account_id,remittance_status
REM-000237,LN-001697,2025-10-24,2272.92,"Black, Thompson and Hayes",WIRE-03C77F0E2C80,TRU-008,Matched
REM-000238,LN-000628,2025-08-29,26806.9,Williams PLC,WIRE-A54AD422FD3A,TRU-004,Matched
REM-000239,LN-000587,2025-07-09,4255.23,Simmons-Mcdaniel,WIRE-BDB2B44FACA7,TRU-007,Matched
REM-000240,LN-001649,2026-01-20,39210.39,Gonzalez Group,WIRE-8313C5F22778,TRU-010,Matched
REM-000241,LN-001444,2025-12-31,22465.64,Smith Ltd,WIRE-AE9386AB7B79,TRU-001,Unmatched
REM-000242,LN-001446,2025-04-24,10078.13,"Whitehead, Barton and Williams",WIRE-13DB42B982E1,TRU-006,Matched
REM-000243,LN-000104,2025-08-23,25674.25,Walker Ltd,WIRE-81C6BD17A137,TRU-006,Matched
REM-000244,LN-000254,2025-06-24,16187.64,"Bruce, Perez and Wallace",WIRE-9B2CB15E8348,TRU-006,Matched
REM-000245,LN-001497,2025-04-15,31164.77,"Gould, Wilson and Martin",WIRE-09616B5FC5D5,TRU-002,Matched
REM-000246,LN-000099,2026-03-04,1758.25,Yang PLC,WIRE-753F5AB4CBEF,TRU-008,In-Review
REM-000247,LN-002201,2025-05-24,48851.62,"Johnson, Crawford and Bauer",WIRE-6FF038EBFCBC,TRU-005,Matched
REM-000248,LN-001885,2025-07-04,8423.55,Smith-Warren,WIRE-1982445610F3,TRU-005,Unmatched
REM-000249,LN-001920,2025-11-01,20924.78,"Richardson, Stephens and Barnes",WIRE-D4D50F5E8F08,TRU-002,Matched
REM-000251,LN-000338,2025-05-18,39934.41,"Henderson, Brown and Baker",WIRE-43EEC40A7610,TRU-009,In-Review
REM-000252,LN-000957,2026-01-10,26186.43,"Howard, Morales and Calhoun",WIRE-6A29B4D3ACE3,TRU-009,Matched
REM-000253,LN-001705,2025-10-10,16761.67,Martinez and Sons,WIRE-A6631609ED62,TRU-006,Matched
REM-000254,LN-000161,2025-06-08,18705.27,Hudson Ltd,WIRE-E531D95465F3,TRU-009,Matched
REM-000255,LN-001604,2026-03-08,18072.32,Griffin PLC,WIRE-5E961C0C74A9,TRU-004,Matched
REM-000256,LN-000398,2025-05-17,21735.2,Grant-Woods,WIRE-50F51313DF3E,TRU-001,Unmatched
REM-000257,LN-001301,2025-11-29,2063.51,"Lopez, Gutierrez and Castro",WIRE-A284BE8628C7,TRU-002,Matched
REM-000258,LN-000816,2025-08-01,26182.48,Harris LLC,WIRE-217337EC9587,TRU-001,In-Review
REM-000259,LN-001528,2025-05-08,15710.85,Francis Group,WIRE-2440D8548FB7,TRU-008,Matched
REM-000260,LN-001920,2025-11-02,20924.78,Watson PLC,WIRE-2A927311F9A2,TRU-009,Matched
REM-000261,LN-001416,2025-07-08,46861.98,Rodriguez Ltd,WIRE-64021CC193DF,TRU-010,Matched
REM-000262,LN-001159,2025-12-21,43656.25,Richards-Smith,WIRE-20DC39759356,TRU-006,Matched
REM-000263,LN-001219,2025-07-13,32898.31,Flores and Sons,WIRE-F4F74B5E54E6,TRU-002,In-Review
REM-000264,LN-000401,2025-06-02,3856.26,Solis-Lopez,WIRE-8DE7DDBD3EDE,TRU-006,Matched
REM-000265,LN-000640,2026-02-06,9646.72,Mendoza-Lewis,WIRE-D0CB7F86119F,TRU-009,Matched
REM-000266,LN-000460,2025-06-08,6381.49,Hughes Ltd,WIRE-2BB2F698BB9D,TRU-003,Unmatched
REM-000267,LN-000955,2025-10-30,21229.14,"Weaver, Lara and Thomas",WIRE-5FFB7419F1D4,TRU-009,Unmatched
REM-000268,LN-000470,2025-06-08,48179.52,Hodge and Sons,WIRE-D33B2685DEB2,TRU-002,Matched
REM-000269,LN-001046,2025-12-06,30985.23,Woods Inc,WIRE-13980B376523,TRU-005,Unmatched
REM-000270,LN-001694,2025-04-25,7745.51,"Martin, Sims and Gutierrez",WIRE-E9CE2F429F80,TRU-002,Matched
REM-000271,LN-002086,2025-12-23,25141.72,"Ward, Perez and Baker",WIRE-E84B96D2EDDF,TRU-007,Matched
REM-000272,LN-002278,2025-12-07,25560.17,Goodwin Inc,WIRE-0E74A0427717,TRU-010,Matched
REM-000273,LN-000563,2026-01-09,7250.39,Norman-Johnson,WIRE-15D8EE916FE7,TRU-009,Matched
REM-000274,LN-002486,2025-11-19,49058.88,"Barber, Brooks and Cole",WIRE-2F18878A2C98,TRU-007,Matched
REM-000275,LN-001800,2025-04-05,1099.37,Goodman and Sons,WIRE-F20A4E5A1736,TRU-005,Matched
REM-000276,LN-002075,2025-11-09,44039.3,Mendez-Tyler,WIRE-8075D7CC34F3,TRU-004,Matched
REM-000277,LN-000226,2025-12-24,12577.49,Lucas-Campos,WIRE-616A2637E040,TRU-004,Unmatched
REM-000278,LN-000798,2025-05-10,0.0,Allen PLC,WIRE-F247F73804F0,TRU-010,In-Review
REM-000279,LN-002332,2025-04-14,3446.47,Crawford-Jones,WIRE-2BDC2B8325E9,TRU-008,Unmatched
REM-000280,LN-000960,2026-01-01,37032.66,"Johnson, Jones and Miller",WIRE-364ECF8D0D9C,TRU-010,Matched
REM-000282,LN-000453,2025-05-06,21498.99,Ramirez-Campbell,WIRE-952786DF7C13,TRU-010,Matched
REM-000283,LN-000816,2025-07-31,26182.48,"Roman, Stark and Turner",WIRE-E7A52A9A3950,TRU-010,Matched
REM-000284,LN-000659,2025-09-29,32472.9,"Jacobs, Calhoun and Wyatt",WIRE-EB7F3250934C,TRU-010,Matched
REM-000285,LN-000547,2025-06-26,6121.1,Dixon-Hughes,WIRE-BB645CFC93EB,TRU-001,Matched
REM-000286,LN-001216,2026-02-02,11428.1,"Lawrence, Castro and Fleming",WIRE-E3246ACF7FDA,TRU-005,Unmatched
REM-000287,LN-000017,2025-07-08,10653.46,"Guerrero, Berry and Harrison",WIRE-DF67693B2514,TRU-002,Matched
REM-000288,LN-001244,2025-06-18,25741.28,Holt LLC,WIRE-D89253DEDADC,TRU-009,Matched
REM-000289,LN-002206,2025-05-01,45944.79,"Black, Welch and King",WIRE-E0FBA004A335,TRU-007,Matched
REM-000290,LN-001070,2025-10-10,14718.33,Villa-Baxter,WIRE-44AD4C6F1539,TRU-010,Matched
REM-000291,LN-002147,2025-12-03,23233.63,"Palmer, Edwards and Bullock",WIRE-D0A4F0D54DCC,TRU-008,Matched
REM-000292,LN-001769,2025-08-27,19106.47,Knight LLC,WIRE-AFC038595ED8,TRU-006,Matched
REM-000293,LN-001061,2026-02-24,43747.02,Lee-Rogers,WIRE-3654B48DCA34,TRU-009,Matched
REM-000294,LN-002328,2025-08-17,577.47,"Jenkins, Baker and Coleman",WIRE-0273CF0F414C,TRU-006,Matched
REM-000295,LN-000302,2025-03-17,26802.05,"Lopez, Austin and Buchanan",WIRE-7844B8E1A260,TRU-007,Matched
REM-000296,LN-000181,2026-01-18,17382.78,"Phillips, Mcdaniel and Ward",WIRE-0633424E61E1,TRU-007,Unmatched
REM-000297,LN-000607,2026-02-18,10713.52,"Tran, Harris and Ford",WIRE-F460F03DD6A7,TRU-009,Unmatched
REM-000298,LN-000700,2025-10-12,24316.44,"Thompson, Hardy and Walter",WIRE-24908064AEFC,TRU-008,Matched
REM-000299,LN-000993,2025-07-17,13971.18,"Wright, George and Schultz",WIRE-24E3F4F3ADA4,TRU-001,Matched
REM-000300,LN-001140,2025-08-08,29824.19,White-Holland,WIRE-16CFA4948EDC,TRU-004,Unmatched
REM-000301,LN-000191,2025-12-31,5108.59,Brooks-Myers,WIRE-10EE9553B3AB,TRU-007,Matched
REM-000302,LN-002301,2026-01-22,42779.41,"Nelson, Carroll and Medina",WIRE-570B8D99CC92,TRU-008,Matched
REM-000303,LN-000981,2026-01-14,17045.07,Scott Inc,WIRE-237556DBDF7A,TRU-007,Matched
REM-000304,LN-002007,2025-10-18,22762.12,Martinez-Bennett,WIRE-D1CA3B993DE2,TRU-003,Matched
REM-000305,LN-001185,2025-05-07,5574.23,"Riggs, Smith and Lopez",WIRE-9730D4B06D67,TRU-004,Unmatched
REM-000306,LN-000128,2025-09-17,43106.16,Reilly-Gibson,WIRE-1F3BF252145A,TRU-007,Unmatched
REM-000307,LN-002066,2025-06-13,39420.77,"Silva, Hill and Bradley",WIRE-75AAC278B274,TRU-008,Matched
REM-000308,LN-001817,2025-06-13,15124.52,Baker Group,WIRE-1E99894393F3,TRU-007,Matched
REM-000309,LN-001759,2025-12-31,5239.94,"Holden, Larson and Alvarez",WIRE-E61E5478F6C2,TRU-006,Matched
REM-000310,LN-000570,2026-02-27,17738.65,Edwards-Taylor,WIRE-28E890A80380,TRU-009,Matched
REM-000311,LN-001347,2025-07-08,17623.78,Ward Inc,WIRE-D630295F9D07,TRU-009,In-Review
REM-000312,LN-001896,2025-12-18,36787.03,Boone LLC,WIRE-1727130D625A,TRU-007,Matched
REM-000313,LN-000626,2025-12-26,18761.23,Dunn LLC,WIRE-2B4EBCFE4716,TRU-008,Matched
REM-000314,LN-001687,2025-12-15,57277.64,Bowers Ltd,WIRE-E82FE2D23CBA,TRU-006,Unmatched
REM-000315,LN-000155,2025-07-30,49289.7,"Henderson, Williams and Keller",WIRE-011069863E19,TRU-001,Unmatched
REM-000316,LN-001410,2026-01-25,43479.43,Smith LLC,WIRE-F215C54D47BE,TRU-001,Unmatched
REM-000317,LN-000785,2025-04-08,9489.09,"Ball, Mitchell and Allen",WIRE-BFA9A8AFB453,TRU-006,Matched
REM-000318,LN-000246,2025-12-20,46451.77,Montgomery PLC,WIRE-545E352F3DB7,TRU-002,Matched
REM-000319,LN-001501,2026-03-05,26194.55,Reilly-Gomez,WIRE-93DBC991D7E5,TRU-008,Matched
REM-000320,LN-001706,2026-03-18,5730.4,Hernandez PLC,WIRE-B95A5D9F261D,TRU-001,Matched
REM-000321,LN-000538,2025-08-23,12743.73,"Stewart, Robinson and Shaffer",WIRE-DBA35D97D62A,TRU-002,In-Review
REM-000322,LN-001891,2025-06-05,5409.32,Harris-Jensen,WIRE-FBFAF3811EEC,TRU-008,Matched
REM-000323,LN-001842,2025-12-30,0.0,Davis Ltd,WIRE-1B7AFF8BD322,TRU-006,In-Review
REM-000324,LN-000921,2025-08-10,43489.16,"Irwin, Nelson and Tucker",WIRE-095AF56310B7,TRU-010,Matched
REM-000325,LN-002456,2026-01-15,7390.24,Sanchez Group,WIRE-C96F527348EA,TRU-002,Unmatched
REM-000326,LN-000525,2026-02-26,37082.62,Allen PLC,WIRE-39AA6EF8FF5D,TRU-002,Matched
REM-000327,LN-001530,2025-05-15,27188.48,Mcclain and Sons,WIRE-5F0B40E9CC14,TRU-007,In-Review
REM-000328,LN-000036,2025-09-08,40515.67,Rodriguez-Allen,WIRE-893CE09494B4,TRU-005,Matched
REM-000329,LN-000685,2025-10-16,46504.11,Graham-Valencia,WIRE-3BBBAFDB1703,TRU-005,Matched
REM-000330,LN-000020,2026-01-17,14915.84,Griffin-Hall,WIRE-031968907652,TRU-008,Unmatched
REM-000331,LN-002369,2025-08-26,17486.78,Ortiz Group,WIRE-2779516E0F84,TRU-007,Matched
REM-000332,LN-000400,2025-12-23,34479.47,Hernandez-Beasley,WIRE-8EFA564CA183,TRU-009,Matched
REM-000333,LN-000972,2025-07-16,46873.07,"Christensen, Johnson and Hubbard",WIRE-FDFBC6BA5CEF,TRU-004,In-Review
REM-000334,LN-001907,2025-06-17,47924.64,Macias Group,WIRE-7425D6FB56EA,TRU-010,Matched
REM-000335,LN-001167,2025-09-27,41690.64,Clarke-Warren,WIRE-482C15FDD4CD,TRU-004,Matched
REM-000336,LN-001116,2025-07-10,0.0,Smith-Romero,WIRE-C1E0A5873B85,TRU-002,Matched
REM-000337,LN-000834,2025-07-02,9231.16,Massey-Obrien,WIRE-C2F99F9735C5,TRU-003,Unmatched
REM-000338,LN-001824,2025-12-11,38844.37,Thomas-Jones,WIRE-83D4BF8605D1,TRU-001,Matched
REM-000339,LN-001983,2025-11-13,23180.25,"Vega, Jackson and Powell",WIRE-6767D7EE0655,TRU-001,Matched
REM-000340,LN-000854,2026-02-09,44953.69,Edwards Group,WIRE-45387380D25B,TRU-007,Matched
REM-000341,LN-000051,2025-12-17,48494.44,Wright-Roberts,WIRE-9B90D833F564,TRU-005,Matched
REM-000342,LN-000575,2026-02-19,43187.0,Gray Group,WIRE-898BD7380DC4,TRU-003,Matched
REM-000343,LN-001149,2026-01-10,42603.8,Parks PLC,WIRE-ED37DE74FD9C,TRU-007,Matched
REM-000344,LN-002198,2025-11-24,43295.9,Brewer Inc,WIRE-EDBE376AF439,TRU-002,Matched
REM-000345,LN-002362,2025-10-01,21390.7,Marquez-Johnson,WIRE-052309892304,TRU-003,Matched
REM-000346,LN-002353,2025-11-12,30822.39,"Reed, James and Henry",WIRE-170A821D487C,TRU-001,Matched
REM-000347,LN-001716,2025-11-05,49745.88,"Griffin, Coleman and Kim",WIRE-6336EC96D1F8,TRU-008,Matched
REM-000348,LN-000682,2025-09-15,13266.19,Perez-Richardson,WIRE-F29BC01A4C61,TRU-002,Matched
REM-000349,LN-000838,2025-08-05,18438.5,Mendoza-Jackson,WIRE-3B830394E885,TRU-007,Matched
REM-000350,LN-001078,2025-05-15,34142.54,"Newman, George and Patrick",WIRE-AEDB5AD887D3,TRU-009,Matched
REM-000351,LN-002492,2025-06-02,10559.54,Werner LLC,WIRE-DCBC63B07C33,TRU-006,Matched
REM-000352,LN-002312,2025-07-02,43774.01,Hodges Inc,WIRE-FC0EB0A665A8,TRU-002,Matched
REM-000353,LN-001596,2026-01-31,29130.15,"Moon, Davis and Dominguez",WIRE-017EB6B8AF70,TRU-002,Unmatched
REM-000354,LN-000005,2025-07-18,8222.92,Wright PLC,WIRE-8E62529EC294,TRU-009,Matched
REM-000355,LN-001127,2025-10-18,3816.27,Chavez-Carter,WIRE-D1AE125678EF,TRU-010,Matched
REM-000356,LN-001220,2025-05-03,12831.01,Ramirez-Moon,WIRE-E422C8D3BCF0,TRU-008,Matched
REM-000357,LN-000774,2026-01-16,20165.72,Ortiz and Sons,WIRE-EDEEE6CAA6F9,TRU-009,Matched
REM-000358,LN-000877,2026-03-10,35940.63,"Jones, Wiggins and Oliver",WIRE-A6822CE7E262,TRU-004,In-Review
REM-000359,LN-000992,2026-03-04,34887.48,"Pena, Mueller and Mckay",WIRE-79D75D79FAD0,TRU-004,Matched
REM-000360,LN-000047,2026-01-18,0.0,"Thompson, Kelley and Mcmahon",WIRE-2E83ED7ABFFD,TRU-002,Matched
REM-000361,LN-000269,2025-10-12,18294.81,Young and Sons,WIRE-B760AFF7BE71,TRU-010,Matched
REM-000362,LN-000370,2025-05-10,3933.38,"Marquez, Jones and Garcia",WIRE-E7662095ED93,TRU-001,Matched
REM-000363,LN-000636,2025-11-14,22646.91,Ferguson Group,WIRE-F44D4E527924,TRU-010,Matched
REM-000364,LN-001130,2025-07-19,13357.81,"Hodges, Cummings and Hernandez",WIRE-F12829B4A747,TRU-004,Matched
REM-000365,LN-001694,2025-04-20,7745.51,Sanchez Inc,WIRE-BA2864B124D9,TRU-010,Unmatched
REM-000366,LN-001683,2025-10-24,32228.12,Foley-Miranda,WIRE-A4F1849F8E31,TRU-010,Matched
REM-000367,LN-000657,2025-06-02,14546.91,"Li, Mason and Jacobson",WIRE-D43027EEA64D,TRU-008,Matched
REM-000368,LN-000120,2025-07-21,27197.44,Taylor-Williams,WIRE-2A5CFAE7B44D,TRU-002,Matched
REM-000369,LN-000831,2025-08-28,11617.94,Bradford and Sons,WIRE-941A2E7EE0B5,TRU-008,Matched
REM-000370,LN-001811,2025-11-03,33184.98,"Flowers, Berry and Ramirez",WIRE-ABC4B3120040,TRU-001,Matched
REM-000371,LN-001082,2026-02-14,4925.84,Gibson Ltd,WIRE-216747DF565F,TRU-001,Matched
REM-000372,LN-001975,2025-08-26,15286.92,Reeves and Sons,WIRE-474ED992BEB6,TRU-004,Matched
REM-000373,LN-001370,2025-07-13,0.0,"Obrien, Williams and Mcgrath",WIRE-C4A70B27729B,TRU-007,Matched
REM-000374,LN-000741,2025-04-04,23402.65,Smith Group,WIRE-04033335C3B5,TRU-009,Unmatched
REM-000375,LN-000117,2025-05-31,40281.77,"Lindsey, Byrd and Foster",WIRE-528E6147B91D,TRU-005,Matched
REM-000377,LN-001151,2025-11-22,35563.97,"Harding, Gomez and Jacobs",WIRE-D0CFACC6EA84,TRU-007,Matched
REM-000378,LN-001932,2025-08-11,28293.49,"Monroe, Sullivan and King",WIRE-5FCBF9E8F27C,TRU-002,Matched
REM-000379,LN-001013,2025-08-13,47230.94,Jackson-Hodge,WIRE-83B9A54E9A16,TRU-009,In-Review
REM-000380,LN-001665,2026-02-24,49611.82,Ballard and Sons,WIRE-68339EF142E1,TRU-009,Matched
REM-000381,LN-001082,2026-02-17,4925.84,Greene LLC,WIRE-059609BCFB1B,TRU-003,Unmatched
REM-000382,LN-000634,2025-10-30,26839.62,Wilson-Strong,WIRE-8A15B8D4468D,TRU-008,Unmatched
REM-000383,LN-000513,2025-05-17,46670.06,Bennett-Brooks,WIRE-53F9A7196D79,TRU-004,Matched
REM-000384,LN-001120,2026-02-10,6910.99,Freeman-Christensen,WIRE-C427C39D7AFA,TRU-003,Matched
REM-000385,LN-001142,2025-09-06,17716.56,Graham Ltd,WIRE-4677F07EE5BA,TRU-001,Matched
REM-000386,LN-000560,2025-08-09,31205.32,Cole PLC,WIRE-9DB939C28E96,TRU-005,In-Review
REM-000387,LN-000488,2025-08-04,14407.68,"Taylor, Leon and Sanders",WIRE-D1FA2DB2200A,TRU-004,Unmatched
REM-000388,LN-000897,2025-08-10,15010.81,Smith and Sons,WIRE-674CEF6D286F,TRU-001,Matched
REM-000389,LN-001213,2026-01-27,8599.38,King-Ross,WIRE-42B37602E574,TRU-010,Matched
REM-000390,LN-000704,2026-01-31,7153.53,"Marshall, Khan and Ford",WIRE-1D8DB4B7F90A,TRU-008,Matched
REM-000391,LN-001471,2025-03-25,28567.3,Moyer-Sanchez,WIRE-C4D2873AD9B8,TRU-008,Matched
REM-000392,LN-000581,2026-01-30,23227.22,Prince Inc,WIRE-6C493F5C43A2,TRU-008,Matched
REM-000393,LN-002295,2026-01-16,772.54,Brooks-Bell,WIRE-1FA358ABCA33,TRU-003,Matched
REM-000394,LN-000154,2025-12-15,0.0,Eaton-Wiggins,WIRE-D381525A8D4B,TRU-006,Matched
REM-000395,LN-001680,2025-05-17,34900.08,George LLC,WIRE-D5506731BFC3,TRU-007,Matched
REM-000396,LN-000997,2026-02-21,45907.02,"Arnold, Williams and Jarvis",WIRE-DCCBB4821FB5,TRU-009,Unmatched
REM-000397,LN-001244,2025-06-17,25741.28,Jones-Rivera,WIRE-907EDE6C2EB4,TRU-005,In-Review
REM-000398,LN-001093,2025-10-29,30582.97,Weeks-Martin,WIRE-CF66A0D51D57,TRU-009,Unmatched
REM-000399,LN-001009,2025-06-11,12858.57,Thomas Ltd,WIRE-68462A2426A1,TRU-006,Unmatched
REM-000400,LN-002142,2025-04-24,27269.29,"Nelson, Johnson and Robinson",WIRE-6126955201FB,TRU-010,Matched
REM-000401,LN-001774,2025-10-31,47789.07,"Watson, West and Cook",WIRE-4EBF9EADFE88,TRU-010,Matched
REM-000402,LN-000958,2025-10-25,2824.82,"Stevens, Howell and Mitchell",WIRE-8DB57E7800D1,TRU-010,Matched
REM-000403,LN-000453,2025-05-06,21498.99,Solis PLC,WIRE-E325D180EF2E,TRU-004,Unmatched
REM-000404,LN-001228,2026-03-06,16940.89,Stephenson Group,WIRE-DD9FBD97B55B,TRU-001,In-Review
REM-000405,LN-002266,2025-11-30,31749.72,Gallagher-Johnson,WIRE-1BF3EE67E3D1,TRU-001,Unmatched
REM-000406,LN-002480,2026-02-13,42821.65,"Chandler, Knight and Jones",WIRE-A6EBA038765A,TRU-010,Unmatched
REM-000407,LN-002389,2025-08-08,37956.79,Fitzpatrick Group,WIRE-F25A56BC3F36,TRU-005,Matched
REM-000408,LN-000551,2026-03-01,26248.09,Guerrero-Gonzales,WIRE-B3E8D99AAFC3,TRU-003,Matched
REM-000409,LN-001636,2025-04-28,0.0,"Reid, Thomas and Gill",WIRE-5E5BDC219F49,TRU-005,Matched
REM-000410,LN-001313,2026-03-03,27605.82,Davis Group,WIRE-C20911E3FC5F,TRU-005,Matched
REM-000411,LN-001758,2025-11-08,24648.78,Foster-Williams,WIRE-8680C20B7E33,TRU-001,Matched
REM-000412,LN-000357,2025-07-29,1812.31,Smith-Anderson,WIRE-20B6E2897C82,TRU-008,Matched
REM-000413,LN-002071,2026-02-02,37959.2,Hudson-Butler,WIRE-A3587656F794,TRU-005,Matched
REM-000414,LN-001786,2025-04-08,44808.33,Simmons PLC,WIRE-B4048041F624,TRU-005,Matched
REM-000415,LN-001782,2025-04-23,45137.22,Mooney-Clark,WIRE-BE1B7A4AA8A1,TRU-009,Matched
REM-000416,LN-002490,2026-01-27,19078.83,Martin Inc,WIRE-7939318EBD52,TRU-008,Matched
REM-000417,LN-001632,2025-08-26,17704.79,Acosta-Buchanan,WIRE-AA7CF10DF8F2,TRU-001,Matched
REM-000418,LN-001016,2025-11-12,46299.79,Mcdonald and Sons,WIRE-E7FCAEBBF0B4,TRU-003,Matched
REM-000419,LN-001349,2026-02-26,49388.65,"Snyder, Miller and Stevens",WIRE-795F7EC4CA50,TRU-007,Matched
REM-000420,LN-000516,2025-06-21,1805.17,Jensen-Krause,WIRE-936009325AE5,TRU-001,Unmatched
REM-000421,LN-000336,2025-07-17,2516.08,Sosa-Scott,WIRE-16E8198B4EC7,TRU-001,Matched
REM-000422,LN-001783,2025-08-25,23343.13,"Kelley, Valenzuela and Harmon",WIRE-CFF984BD593B,TRU-005,Matched
REM-000423,LN-002306,2025-04-27,20152.24,"Ortega, Rose and Contreras",WIRE-B3A79A9ACA36,TRU-009,Unmatched
REM-000424,LN-000497,2025-09-05,29390.98,"Lawrence, Fleming and Drake",WIRE-51BB8D2EFAEC,TRU-006,Unmatched
REM-000425,LN-000896,2026-01-17,10646.72,Perez Inc,WIRE-38F3DDE619CE,TRU-010,Unmatched
REM-000426,LN-002208,2025-08-28,42987.91,Webb-Murphy,WIRE-6DD557232507,TRU-002,Matched
REM-000427,LN-000852,2026-03-06,37623.04,"Turner, Kaufman and Esparza",WIRE-347E8AD9E2D8,TRU-009,Matched
REM-000428,LN-001688,2026-03-10,24609.56,Crane LLC,WIRE-E99ABADC95A2,TRU-006,Matched
REM-000429,LN-001932,2025-08-11,28293.49,Rodriguez-Hernandez,WIRE-7F2C1CA84B86,TRU-005,Matched
REM-000430,LN-002428,2025-09-04,47817.98,Richard and Sons,WIRE-E4387F73CEFA,TRU-005,In-Review
REM-000431,LN-001569,2025-10-14,31381.04,Marshall and Sons,WIRE-1C3CA9C9C7B3,TRU-003,Matched
REM-000432,LN-000957,2026-01-14,26186.43,Terry PLC,WIRE-9AE9AD9A6381,TRU-006,Matched
REM-000433,LN-001637,2025-04-15,20266.14,Gutierrez-Ross,WIRE-1EF00E854116,TRU-004,Matched
REM-000434,LN-001292,2025-03-28,5251.82,"Rivera, Miller and Martin",WIRE-43613CAC37AA,TRU-010,Matched
REM-000435,LN-001441,2025-09-06,48510.65,Fry-Bates,WIRE-6217C8EEC753,TRU-002,Matched
REM-000436,LN-001192,2025-10-12,29317.44,Howe-Brown,WIRE-BD578C0D4F25,TRU-003,Unmatched
REM-000437,LN-001067,2025-11-26,12319.47,Briggs-Moore,WIRE-614E3CD25D89,TRU-009,Unmatched
REM-000438,LN-000285,2025-12-24,29124.87,Good-Cook,WIRE-BEB253F1852A,TRU-009,In-Review
REM-000439,LN-002445,2025-06-01,22301.85,Wilson-Young,WIRE-48F6E0D0CE71,TRU-006,Matched
REM-000440,LN-000012,2026-01-15,48510.54,Reilly-Sanders,WIRE-4149DBAC3D58,TRU-010,Matched
REM-000441,LN-001631,2025-09-20,37930.08,Sullivan and Sons,WIRE-F645A3BBBE83,TRU-010,Matched
REM-000442,LN-000754,2025-11-13,12213.75,Sanchez-Ballard,WIRE-233581459CDB,TRU-009,Matched
REM-000443,LN-002083,2025-08-20,23464.6,Moore-Murphy,WIRE-920FADA5CD23,TRU-004,In-Review
REM-000444,LN-000090,2025-07-23,23874.64,Castaneda-Garcia,WIRE-566ACDCE7EAC,TRU-005,Matched
REM-000445,LN-000776,2026-02-02,7920.91,Hogan Inc,WIRE-48380C7D35E6,TRU-010,Unmatched
REM-000446,LN-001626,2025-09-28,34655.24,Fernandez Group,WIRE-F7BB1AD8ED50,TRU-006,Matched
REM-000447,LN-000418,2025-08-08,16768.89,Michael Ltd,WIRE-E197A7EEC9F9,TRU-009,Matched
REM-000448,LN-000115,2026-02-12,31853.49,"Hernandez, Williams and Ruiz",WIRE-63F7A143B824,TRU-005,Matched
REM-000449,LN-000617,2025-04-11,3523.36,Anderson LLC,WIRE-F54FFDF04585,TRU-008,Matched
REM-000450,LN-000826,2026-02-20,46032.85,"Jennings, Serrano and Howard",WIRE-851CC5FEF335,TRU-001,Unmatched
REM-000451,LN-001650,2025-10-31,35582.86,"Miller, Martin and Collins",WIRE-A74BBEAA64AE,TRU-005,Matched
REM-000452,LN-001517,2025-12-23,32550.0,Williams PLC,WIRE-076E25790DED,TRU-010,Unmatched
REM-000453,LN-000413,2025-07-22,47555.05,Mcneil PLC,WIRE-9AB3CE0C309D,TRU-001,Unmatched
REM-000454,LN-000729,2025-07-25,0.0,Underwood and Sons,WIRE-6AE22304FCDA,TRU-010,Matched
REM-000455,LN-000676,2026-03-07,49127.74,Prince Group,WIRE-AAC3A83BD011,TRU-006,Unmatched
REM-000456,LN-001893,2025-08-16,40103.51,Adams LLC,WIRE-E5968558BA26,TRU-007,Matched
REM-000457,LN-002240,2025-04-30,10722.23,"Copeland, Jones and Salazar",WIRE-5DE751CB0ABA,TRU-005,Matched
REM-000459,LN-001572,2025-10-19,8816.7,Moore-Parsons,WIRE-B34F09C72A90,TRU-006,In-Review
REM-000460,LN-000978,2025-10-12,3045.58,"Davis, Obrien and Barker",WIRE-3C4514BB15A9,TRU-010,Matched
REM-000461,LN-001009,2025-06-11,12858.57,Long LLC,WIRE-FC63CAECEE5F,TRU-005,Matched
REM-000462,LN-002144,2026-02-08,19452.7,"Martin, Kennedy and Chavez",WIRE-652871052BB4,TRU-006,Matched
REM-000463,LN-001688,2026-03-11,24609.56,"Torres, Valdez and Briggs",WIRE-EA3AB8A6A953,TRU-010,Matched
REM-000464,LN-000037,2025-08-08,15578.38,Roman-Young,WIRE-85A8BB27DF4B,TRU-007,Matched
REM-000465,LN-001549,2025-09-25,2648.92,Wade-Clark,WIRE-98BF1BAD73CE,TRU-007,In-Review
REM-000466,LN-002327,2025-10-10,41149.31,Hernandez-Moore,WIRE-C8BA0D7992F2,TRU-002,Matched
REM-000467,LN-002265,2025-10-27,30550.93,Brown Inc,WIRE-3AF1438C8B36,TRU-003,Matched
REM-000468,LN-000873,2025-10-18,32377.98,Rodriguez Group,WIRE-863CEC0CF2B2,TRU-006,Matched
REM-000469,LN-001822,2025-10-25,6508.63,Hernandez Inc,WIRE-FBE11C76831F,TRU-003,Matched
REM-000470,LN-001297,2025-12-29,8790.39,Townsend-Watts,WIRE-9ED0F7A38E03,TRU-002,Matched
REM-000471,LN-002110,2025-12-10,49184.31,"Allen, Olson and Ortiz",WIRE-FBC043012BB8,TRU-004,Matched
REM-000472,LN-000596,2025-11-06,23961.1,"Barnett, Powers and Daniel",WIRE-948C9A166F3E,TRU-005,Unmatched
REM-000473,LN-001904,2025-09-23,2247.91,Pineda-Clark,WIRE-6DA3EB9DA4CD,TRU-010,Matched
